query	no	token	pos
전주 여행	18	가지	NNBC
전주 여행	18	요소	NNG
전주 여행	18	를	JKO
전주 여행	18	고려	NNG
전주 여행	18	해	XSV+EC
전주 여행	18	보	VX
전주 여행	18	셔야	EP+EC
전주 여행	18	합니다	VX+EF
전주 여행	18	만약	MAG
전주 여행	18	교통	NNG
전주 여행	18	체증	NNG
전주 여행	18	이	JKS
전주 여행	18	예상	NNG
전주 여행	18	되	XSV
전주 여행	18	는	ETM
전주 여행	18	날짜	NNG
전주 여행	18	라면	VCP+EC
전주 여행	18	KTX	SL
전주 여행	18	를	JKO
전주 여행	18	이용	NNG
전주 여행	18	하	XSV
전주 여행	18	는	ETM
전주 여행	18	것	NNB
전주 여행	18	이	JKS
전주 여행	18	편할	VA+ETM
전주 여행	18	수	NNB
전주 여행	18	있	VV
전주 여행	18	습니다	EF
전주 여행	18	또한	MAJ
전주 여행	18	남자	NNG
전주 여행	18	친구	NNG
전주 여행	18	의	NNG
전주 여행	19	남	NNG
전주 여행	19	해	XSV+EC
전주 여행	19	,	SC
전주 여행	19	남	NNG
전주 여행	19	해	XSV+EC
전주 여행	19	가	VV
전주 여행	19	려는데	EC
전주 여행	19	여행지	NNG
전주 여행	19	와	JC
전주 여행	19	맛집	NNG
전주 여행	19	추천	NNG
전주 여행	19	좀	MAG
전주 여행	19	해	VV+EC
전주 여행	19	주	VX
전주 여행	19	세요	EP+EF
전주 여행	19	보리암	NNP
전주 여행	19	다랭이	NNG
전주 여행	19	굴	NNG
전주 여행	19	독일	NNP
전주 여행	19	마을	NNG
전주 여행	19	한옥마을	NNP
전주 여행	19	빼	VV
전주 여행	19	고	EC
전주 여행	19	두세	MM
전주 여행	19	개	NNBC
전주 여행	19	씩	XSN
전주 여행	19	5	SN
전주 여행	19	명	NNBC
전주 여행	19	이	XSN
전주 여행	19	서	JKS
전주 여행	19	갈	VV+ETM
전주 여행	19	곳	NNG
전주 여행	19	맛집	NNG
전주 여행	19	빨리	MAG
전주 여행	19	추천	NNG
전주 여행	19	해	XSV+EC
전주 여행	19	주	VX
전주 여행	19	세요	EP+EF
전주 여행	19	앞	NNG
전주 여행	19	에	JKB
전주 여행	19	말	NNG
전주 여행	19	했	XSV+EP
전주 여행	19	던	ETM
전주 여행	19	곳	NNG
전주 여행	19	은	JX
전주 여행	19	갈	VV+ETM
전주 여행	19	꺼	NNB+VCP
전주 여행	19	라서	EC
전주 여행	19	추천	NNG
전주 여행	19	안	MAG
전주 여행	19	해	VV+EC
전주 여행	19	주	VX
전주 여행	19	셔도	EP+EC
전주 여행	19	됩니다	VV+EF
전주 여행	19	맛집	NNG
전주 여행	20	갈	VV+ETM
전주 여행	20	곳	NNG
전주 여행	20	추천	NNG
전주 여행	20	맛집	NNG
전주 여행	20	국내	NNG
전주 여행	20	전	NNG
전주 여행	20	주달	NNG
전주 여행	20	봉	NNG
전주 여행	20	이	JKS
전주 여행	20	달	NNG
전주 여행	20	봉	NNG
전주 여행	20	티비	NNG
전주 여행	20	코스	NNG
전주 여행	20	가	JKS
전주 여행	20	볼	VV+ETM
전주 여행	20	만	NNB
전주 여행	20	한	XSA+ETM
전주 여행	20	곳	NNG
전주 여행	20	여수	NNG
전주 여행	20	여수	NNG
전주 여행	20	가	JKS
전주 여행	20	볼	VV+ETM
전주 여행	20	만	NNB
전주 여행	20	한	XSA+ETM
전주 여행	20	곳	NNB
전주 여행	20	제주	NNP
전주 여행	20	도	JX
전주 여행	20	제주도	NNP
전주 여행	20	가	JKS
전주 여행	20	볼	VV+ETM
전주 여행	20	만	NNB
전주 여행	20	한	XSA+ETM
전주 여행	20	곳	NNG
전주 여행	20	전문	NNG
전주 여행	20	인	VCP+ETM
전주 여행	20	플	NNG
전주 여행	20	루	JKB
전주 여행	20	언서	NNG
전주 여행	20	전	NNG
전주 여행	20	주달	NNG
전주 여행	20	봉이	NNG
전주 여행	20	입니다	VCP+EF
전주 여행	20	코스	NNG
전주 여행	20	는	JX
전주 여행	20	한옥	NNG
전주 여행	20	마을	NNG
전주 여행	20	에서부터	JKB
전주 여행	21	1	SN
전주 여행	21	박	NNBC
전주 여행	21	2	SN
전주 여행	21	일	NNBC
전주 여행	21	코스	NNG
전주 여행	21	질문	NNG
전주 여행	21	요	JX
전주 여행	21	.	SF
전주 여행	21	코스	NNG
전주 여행	21	한	MM
전주 여행	21	번	NNBC
전주 여행	21	짜	VV+EC
전주 여행	21	주	VX
전주 여행	21	실	EP+ETM
전주 여행	21	분	NNB
전주 여행	21	전라도	NNP
전주 여행	21	쪽	NNB
전주 여행	21	은	JX
전주 여행	21	저	NP
전주 여행	21	도	JX
전주 여행	21	을	JKO
전주 여행	21	간	VV+ETM
전주 여행	21	적	NNB
전주 여행	21	이	JKS
전주 여행	21	없	VA
전주 여행	21	어서	EC
전주 여행	21	맛집	NNG
전주 여행	21	국내	NNG
전주 여행	21	전	NNG
전주 여행	21	주달	NNG
전주 여행	21	봉	NNG
전주 여행	21	이	JKS
전주 여행	21	달	NNG
전주 여행	21	봉	NNG
전주 여행	21	티비	NNG
전주 여행	21	코스	NNG
전주 여행	21	가	JKS
전주 여행	21	볼	VV+ETM
전주 여행	21	만	NNB
전주 여행	21	한	XSA+ETM
전주 여행	21	곳	NNG
전주 여행	21	여수	NNG
전주 여행	21	여수	NNG
전주 여행	21	가	JKS
전주 여행	21	볼	VV+ETM
전주 여행	21	만	NNB
전주 여행	21	한	XSA+ETM
전주 여행	21	곳	NNB
전주 여행	21	제주	NNP
전주 여행	21	도	JX
전주 여행	21	제주도	NNP
전주 여행	21	가	JKS
전주 여행	21	볼	VV+ETM
전주 여행	21	만	NNB
전주 여행	21	한	XSA+ETM
전주 여행	21	곳	NNG
전주 여행	21	전문	NNG
전주 여행	21	인	VCP+ETM
전주 여행	21	플	NNG
전주 여행	21	루	JKB
전주 여행	21	언서	NNG
전주 여행	22	3	SN
전주 여행	22	일	NNBC
전주 여행	22	3	SN
전주 여행	22	일	NNBC
전주 여행	22	간다면	VV+EC
전주 여행	22	총	MM
전주 여행	22	비용	NNG
전주 여행	22	이	JKS
전주 여행	22	얼마	NNG
전주 여행	22	나올까요	VV+EF
전주 여행	22	의	JKG
전주 여행	22	총	MM
전주 여행	22	비용	NNG
전주 여행	22	은	JX
전주 여행	22	여러	MM
전주 여행	22	요소	NNG
전주 여행	22	에	JKB
전주 여행	22	따라	VV+EC
전주 여행	22	달라지	VV
전주 여행	22	지만	EC
전주 여행	22	일반	NNG
전주 여행	22	적	XSN
전주 여행	22	으로	JKB
전주 여행	22	다음	NNG
전주 여행	22	과	JKB
전주 여행	22	같	VA
전주 여행	22	은	ETM
전주 여행	22	항목	NNG
전주 여행	22	들	XSN
전주 여행	22	이	JKS
전주 여행	22	포함	NNG
전주 여행	22	됩니다	XSV+EC
전주 여행	22	1	SN
전주 여행	22	교통비	NNG
전주 여행	22	까지	JX
전주 여행	22	이동	NNG
전주 여행	22	하	XSV
전주 여행	22	기	ETN
전주 여행	22	위한	VV+ETM
전주 여행	22	교통	NNG
전주 여행	22	비용	NNG
전주 여행	22	이	JKS
전주 여행	22	있	VV
전주 여행	22	을	ETM
전주 여행	22	것	NNB
전주 여행	22	입니다	VCP+EF
전주 여행	22	이	NP
전주 여행	22	는	JX
전주 여행	22	하	XSV
전주 여행	22	는	ETM
전주 여행	23	코스	NNG
전주 여행	23	맛집	NNG
전주 여행	23	국내	NNG
전주 여행	23	전	NNG
전주 여행	23	주달	NNG
전주 여행	23	봉	NNG
전주 여행	23	이	JKS
전주 여행	23	달	NNG
전주 여행	23	봉	NNG
전주 여행	23	티비	NNG
전주 여행	23	코스	NNG
전주 여행	23	가	JKS
전주 여행	23	볼	VV+ETM
전주 여행	23	만	NNB
전주 여행	23	한	XSA+ETM
전주 여행	23	곳	NNG
전주 여행	23	여수	NNG
전주 여행	23	여수	NNG
전주 여행	23	가	JKS
전주 여행	23	볼	VV+ETM
전주 여행	23	만	NNB
전주 여행	23	한	XSA+ETM
전주 여행	23	곳	NNB
전주 여행	23	제주	NNP
전주 여행	23	도	JX
전주 여행	23	제주도	NNP
전주 여행	23	가	JKS
전주 여행	23	볼	VV+ETM
전주 여행	23	만	NNB
전주 여행	23	한	XSA+ETM
전주 여행	23	곳	NNG
전주 여행	23	전문	NNG
전주 여행	23	인	VCP+ETM
전주 여행	23	플	NNG
전주 여행	23	루	JKB
전주 여행	23	언서	NNG
전주 여행	23	전	NNG
전주 여행	23	주달	NNG
전주 여행	23	봉이	NNG
전주 여행	23	입니다	VCP+EF
전주 여행	23	코스	NNG
전주 여행	23	는	JX
전주 여행	23	한옥	NNG
전주 여행	23	마을	NNG
전주 여행	23	에서부터	JKB
전주 여행	23	시작	NNG
전주 여행	23	을	JKO
전주 여행	24	당일치기	NNG
전주 여행	24	혼자	NNG
전주 여행	24	코스	NNG
전주 여행	24	추천	NNG
전주 여행	24	박물관	NNG
전주 여행	24	미술관	NNG
전주 여행	24	지역	NNG
전주 여행	24	공간	NNG
전주 여행	24	을	JKO
전주 여행	24	스토리	NNG
전주 여행	24	로	JKB
전주 여행	24	엮	VV
전주 여행	24	어	EC
전주 여행	24	안내	NNG
전주 여행	24	하	XSV
전주 여행	24	는	ETM
전주 여행	24	해설	NNG
전주 여행	24	형	XSN
전주 여행	24	문화	NNG
전주 여행	24	코스	NNG
전주 여행	24	노	VV
전주 여행	24	쇼	EC
전주 여행	24	방지	NNG
전주 여행	24	를	JKO
전주 여행	24	위해	VV+EC
전주 여행	24	5	SN
전주 여행	24	천	NR
전주 여행	24	원	NNBC
전주 여행	24	예약금	NNG
전주 여행	24	만	JX
전주 여행	24	결제	NNG
전주 여행	24	하	XSV
전주 여행	24	고	EC
전주 여행	24	현장	NNG
전주 여행	24	에서	JKB
전주 여행	24	5	SN
전주 여행	24	천	NR
전주 여행	24	천	NR
전주 여행	24	원	NNBC
전주 여행	24	상당	NNG
전주 여행	24	음료	NNG
전주 여행	24	기프	NNP
전주 여행	24	티	NNG
전주 여행	24	콘	NNG
전주 여행	24	으로	JKB
전주 여행	24	환급	NNG
전주 여행	24	선착순	NNG
전주 여행	24	마감	NNG
전주 여행	24	이	VCP
전주 여행	24	라	EC
전주 여행	24	계획	NNG
전주 여행	24	있	VV
전주 여행	24	으신	EP+ETM
전주 여행	24	분	NNB
전주 여행	24	들	XSN
전주 여행	24	은	JX
전주 여행	25	차	NNG
전주 여행	25	가	JKS
전주 여행	25	필요	NNG
전주 여행	25	한	XSA+ETM
전주 여행	25	가요	NNG
전주 여행	25	안녕	NNG
전주 여행	25	하	XSV
전주 여행	25	세요	EP+EF
전주 여행	25	1	SN
전주 여행	25	박	NNBC
전주 여행	25	2	SN
전주 여행	25	일	NNBC
전주 여행	25	계획	NNG
전주 여행	25	중	NNB
전주 여행	25	입니다	VCP+EF
전주 여행	25	서울	NNP
전주 여행	25	에서	JKB
전주 여행	25	까지	JX
전주 여행	25	는	JX
전주 여행	25	기차	NNG
전주 여행	25	를	JKO
전주 여행	25	타	VV
전주 여행	25	고	EC
전주 여행	25	갈	VX+ETM
전주 여행	25	건데	NNB+VCP+EC
전주 여행	25	내	NNB
전주 여행	25	에서	JKB
전주 여행	25	렌트	NNG
전주 여행	25	를	JKO
전주 여행	25	해야	VV+EC
전주 여행	25	할지	VX+EC
전주 여행	25	궁금	XR
전주 여행	25	합니다	XSA+EF
전주 여행	25	참고	NNG
전주 여행	25	로	JKB
전주 여행	25	한옥마을	NNP
전주 여행	25	포함	NNG
전주 여행	25	해서	XSV+EC
전주 여행	25	유명	NNG
전주 여행	25	관광지	NNG
전주 여행	25	만	JX
전주 여행	25	돌아볼	VV+ETM
전주 여행	25	계획	NNG
전주 여행	25	입니다	VCP+EF
전주 여행	25	맛집	NNG
전주 여행	25	국내	NNG
전주 여행	26	.	SF
전주 여행	26	.	SY
전주 여행	26	맛집	NNG
전주 여행	26	국내	NNG
전주 여행	26	전	NNG
전주 여행	26	주달	NNG
전주 여행	26	봉	NNG
전주 여행	26	이	JKS
전주 여행	26	달	NNG
전주 여행	26	봉	NNG
전주 여행	26	티비	NNG
전주 여행	26	코스	NNG
전주 여행	26	가	JKS
전주 여행	26	볼	VV+ETM
전주 여행	26	만	NNB
전주 여행	26	한	XSA+ETM
전주 여행	26	곳	NNG
전주 여행	26	여수	NNG
전주 여행	26	여수	NNG
전주 여행	26	가	JKS
전주 여행	26	볼	VV+ETM
전주 여행	26	만	NNB
전주 여행	26	한	XSA+ETM
전주 여행	26	곳	NNB
전주 여행	26	제주	NNP
전주 여행	26	도	JX
전주 여행	26	제주도	NNP
전주 여행	26	가	JKS
전주 여행	26	볼	VV+ETM
전주 여행	26	만	NNB
전주 여행	26	한	XSA+ETM
전주 여행	26	곳	NNG
전주 여행	26	전문	NNG
전주 여행	26	인	VCP+ETM
전주 여행	26	플	NNG
전주 여행	26	루	JKB
전주 여행	26	언서	NNG
전주 여행	26	전	NNG
전주 여행	26	주달	NNG
전주 여행	26	봉이	NNG
전주 여행	26	입니다	VCP+EF
전주 여행	26	전	NP+JX
전주 여행	26	주	VX
전주 여행	26	는	ETM
전주 여행	26	대중교통	NNG
전주 여행	26	이나	JC
전주 여행	26	택시	NNG
전주 여행	26	이용	NNG
전주 여행	26	하	XSV
전주 여행	26	시	EP
전주 여행	26	는	ETM
전주 여행	26	걸	NNB+JKO
전주 여행	27	완주	NNG
전주 여행	27	맛집	NNG
전주 여행	27	국내	NNG
전주 여행	27	전	NNG
전주 여행	27	주달	NNG
전주 여행	27	봉	NNG
전주 여행	27	이	JKS
전주 여행	27	달	NNG
전주 여행	27	봉	NNG
전주 여행	27	티비	NNG
전주 여행	27	코스	NNG
전주 여행	27	가	JKS
전주 여행	27	볼	VV+ETM
전주 여행	27	만	NNB
전주 여행	27	한	XSA+ETM
전주 여행	27	곳	NNG
전주 여행	27	여수	NNG
전주 여행	27	여수	NNG
전주 여행	27	가	JKS
전주 여행	27	볼	VV+ETM
전주 여행	27	만	NNB
전주 여행	27	한	XSA+ETM
전주 여행	27	곳	NNB
전주 여행	27	제주	NNP
전주 여행	27	도	JX
전주 여행	27	제주도	NNP
전주 여행	27	가	JKS
전주 여행	27	볼	VV+ETM
전주 여행	27	만	NNB
전주 여행	27	한	XSA+ETM
전주 여행	27	곳	NNG
전주 여행	27	전문	NNG
전주 여행	27	인	VCP+ETM
전주 여행	27	플	NNG
전주 여행	27	루	JKB
전주 여행	27	언서	NNG
전주 여행	27	전	NNG
전주 여행	27	주달	NNG
전주 여행	27	봉이	NNG
전주 여행	27	입니다	VCP+EF
전주 여행	27	완주	NNP
전주 여행	27	어느	MM
전주 여행	27	쪽	NNB
전주 여행	27	을	JKO
전주 여행	27	하	XSV
전주 여행	27	느냐	EC
전주 여행	27	에	JKB
전주 여행	27	따라	VV+EC
전주 여행	28	3	SN
전주 여행	28	박	NNBC
전주 여행	28	4	SN
전주 여행	28	일	NNBC
전주 여행	28	부탁	NNG
전주 여행	28	드립니다	VV+EC
전주 여행	28	맛집	NNG
전주 여행	28	국내	NNG
전주 여행	28	전	NNG
전주 여행	28	주달	NNG
전주 여행	28	봉	NNG
전주 여행	28	이	JKS
전주 여행	28	달	NNG
전주 여행	28	봉	NNG
전주 여행	28	티비	NNG
전주 여행	28	코스	NNG
전주 여행	28	가	JKS
전주 여행	28	볼	VV+ETM
전주 여행	28	만	NNB
전주 여행	28	한	XSA+ETM
전주 여행	28	곳	NNG
전주 여행	28	여수	NNG
전주 여행	28	여수	NNG
전주 여행	28	가	JKS
전주 여행	28	볼	VV+ETM
전주 여행	28	만	NNB
전주 여행	28	한	XSA+ETM
전주 여행	28	곳	NNB
전주 여행	28	제주	NNP
전주 여행	28	도	JX
전주 여행	28	제주도	NNP
전주 여행	28	가	JKS
전주 여행	28	볼	VV+ETM
전주 여행	28	만	NNB
전주 여행	28	한	XSA+ETM
전주 여행	28	곳	NNG
전주 여행	28	전문	NNG
전주 여행	28	인	VCP+ETM
전주 여행	28	플	NNG
전주 여행	28	루	JKB
전주 여행	28	언서	NNG
전주 여행	28	전	NNG
전주 여행	28	주달	NNG
전주 여행	28	봉이	NNG
전주 여행	28	입니다	VCP+EF
전주 여행	28	코스	NNG
전주 여행	28	는	JX
전주 여행	29	코스	NNG
전주 여행	29	좀	MAG
전주 여행	29	짜	VV+EC
전주 여행	29	주	VX
전주 여행	29	세요	EP+EF
전주 여행	29	ㅜㅜ	UNKNOWN
전주 여행	29	코스	NNG
전주 여행	29	를	JKO
전주 여행	29	짜	VV+EC
전주 여행	29	드릴	VX+ETM
전주 여행	29	수	NNB
전주 여행	29	있	VV
전주 여행	29	습니다	EF
전주 여행	29	전	NP+JX
전주 여행	29	주	VX
전주 여행	29	는	ETM
전주 여행	29	역사	NNG
전주 여행	29	적	XSN
전주 여행	29	인	VCP+ETM
전주 여행	29	유적지	NNG
전주 여행	29	와	JC
전주 여행	29	전통문화	NNG
전주 여행	29	가	JKS
전주 여행	29	빛나	VV
전주 여행	29	는	ETM
전주 여행	29	곳	NNG
전주 여행	29	으로	JKB
전주 여행	29	유명	XR
전주 여행	29	한데요	XSA+EF
전주 여행	29	먼저	MAG
전주 여행	29	한옥마을	NNP
전주 여행	29	을	JKO
전주 여행	29	방문	NNG
전주 여행	29	하	XSV
전주 여행	29	시	EP
전주 여행	29	면	EC
전주 여행	29	한	MM
전주 여행	29	옥	NNG
전주 여행	29	의	JKG
전주 여행	29	아름다움	VA+ETN
전주 여행	29	을	JKO
전주 여행	29	느낄	VV+ETM
전주 여행	29	수	NNB
전주 여행	29	있	VV
전주 여행	29	습니다	EF
전주 여행	29	의	JKG
전주 여행	29	시작	NNG
전주 여행	29	지	XSV
전주 여행	29	라고	EC
전주 여행	29	할	VX+ETM
전주 여행	29	수	NNB
전주 여행	29	있	VV
전주 여행	29	는	ETM
전주 여행	29	한옥	NNG
전주 여행	29	마을	NNG
전주 여행	29	에서	JKB
전주 여행	30	대중교통	NNG
전주 여행	30	이랑	JC
전주 여행	30	렌트카	NNG
전주 여행	30	중	NNB
전주 여행	30	어떤	MM
전주 여행	30	게	NNB+JKS
전주 여행	30	좋	VA
전주 여행	30	을까요	EF
전주 여행	30	?	SF
전주 여행	30	때	NNG
전주 여행	30	움직이	VV
전주 여행	30	기	ETN
전주 여행	30	차	NNG
전주 여행	30	가	JKS
전주 여행	30	편할지	VA+EC
전주 여행	30	대중교통	NNG
전주 여행	30	이	JKS
전주 여행	30	편할지	VA+EC
전주 여행	30	알려	VV+EC
전주 여행	30	주	VX
전주 여행	30	세요	EP+EF
전주 여행	30	교통	NNG
전주 여행	30	상황	NNG
전주 여행	30	이	JKS
전주 여행	30	어떤지	VA+EC
전주 여행	30	궁금	XR
전주 여행	30	합니다	XSA+EF
전주 여행	30	맛집	NNG
전주 여행	30	국내	NNG
전주 여행	30	전	NNG
전주 여행	30	주달	NNG
전주 여행	30	봉	NNG
전주 여행	30	이	JKS
전주 여행	30	달	NNG
전주 여행	30	봉	NNG
전주 여행	30	티비	NNG
전주 여행	30	코스	NNG
전주 여행	30	가	JKS
전주 여행	30	볼	VV+ETM
전주 여행	30	만	NNB
전주 여행	30	한	XSA+ETM
전주 여행	30	곳	NNG
전주 여행	30	여수	NNG
전주 여행	30	여수	NNG
전주 여행	30	가	JKS
전주 여행	30	볼	VV+ETM
전주 여행	30	만	NNB
전주 여행	30	한	XSA+ETM
전주 여행	30	곳	NNB
전주 여행	30	제주	NNP
전주 여행	30	도	JX
전주 여행	31	을	JKO
전주 여행	31	가시	VV
전주 여행	31	려	EC
전주 여행	31	하	VV
전주 여행	31	는군요	EC
전주 여행	31	그렇	VA
전주 여행	31	다면	EC
전주 여행	31	에서	JKB
전주 여행	31	연인	NNG
전주 여행	31	들	XSN
전주 여행	31	이	JKS
전주 여행	31	제일	MAG
전주 여행	31	많이	MAG
전주 여행	31	찾	VV
전주 여행	31	는	ETM
전주 여행	31	곳	NNG
전주 여행	31	들	XSN
전주 여행	31	추천	NNG
전주 여행	31	해	XSV+EC
전주 여행	31	드리	VX
전주 여행	31	겠	EP
전주 여행	31	습니다	EF
전주 여행	31	한옥마을	NNP
전주 여행	31	동물원	NNP
전주 여행	31	한국도로공사	NNP
전주 여행	31	수목원	NNG
전주 여행	31	향교	NNP
전주 여행	31	덕진	NNP
전주 여행	31	공원	NNG
전주 여행	32	관련	NNG
전주 여행	32	맛집	NNG
전주 여행	32	국내	NNG
전주 여행	32	전	NNG
전주 여행	32	주달	NNG
전주 여행	32	봉	NNG
전주 여행	32	이	JKS
전주 여행	32	달	NNG
전주 여행	32	봉	NNG
전주 여행	32	티비	NNG
전주 여행	32	코스	NNG
전주 여행	32	가	JKS
전주 여행	32	볼	VV+ETM
전주 여행	32	만	NNB
전주 여행	32	한	XSA+ETM
전주 여행	32	곳	NNG
전주 여행	32	여수	NNG
전주 여행	32	여수	NNG
전주 여행	32	가	JKS
전주 여행	32	볼	VV+ETM
전주 여행	32	만	NNB
전주 여행	32	한	XSA+ETM
전주 여행	32	곳	NNB
전주 여행	32	제주	NNP
전주 여행	32	도	JX
전주 여행	32	제주도	NNP
전주 여행	32	가	JKS
전주 여행	32	볼	VV+ETM
전주 여행	32	만	NNB
전주 여행	32	한	XSA+ETM
전주 여행	32	곳	NNG
전주 여행	32	전문	NNG
전주 여행	32	인	VCP+ETM
전주 여행	32	플	NNG
전주 여행	32	루	JKB
전주 여행	32	언서	NNG
전주 여행	32	전	NNG
전주 여행	32	주달	NNG
전주 여행	32	봉이	NNG
전주 여행	32	입니다	VCP+EF
전주 여행	32	주말	NNG
전주 여행	32	인지	VCP+EC
전주 여행	32	평일	NNG
전주 여행	32	인지	VCP+EC
전주 여행	32	에	JKB
전주 여행	32	따라	VV+EC
전주 여행	32	다릅니다	VA+EC
전주 여행	33	가	VV
전주 여행	33	려고	EC
전주 여행	33	하	VV
전주 여행	33	는	ETM
전주 여행	33	데	NNB
전주 여행	33	1	SN
전주 여행	33	박	NNBC
전주 여행	33	2	SN
전주 여행	33	일	NNBC
전주 여행	33	vs	SL
전주 여행	33	2	SN
전주 여행	33	박	NNBC
전주 여행	33	3	SN
전주 여행	33	일	NNBC
전주 여행	33	어떤	MM
전주 여행	33	게	NNB+JKS
전주 여행	33	적당	XR
전주 여행	33	할지	XSA+EC
전주 여행	33	추천	NNG
전주 여행	33	좀	MAG
전주 여행	33	해	VV+EC
전주 여행	33	주	VX
전주 여행	33	세요	EP+EF
전주 여행	33	맛집	NNG
전주 여행	33	국내	NNG
전주 여행	33	전	NNG
전주 여행	33	주달	NNG
전주 여행	33	봉	NNG
전주 여행	33	이	JKS
전주 여행	33	달	NNG
